chrom	start	end	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	z_den_afr	p_den_afr	cddr	low_quality
16	25100000	25120000	8906	10927	10870	10834	10574	0.0034808	0.00157197	0.00179654	0.00213339	0.00190883	0.000224568	0.00386439	0.00401379	0.00131328	0.00144936	0.00270753	0.00290793	0.00249419	0.00268336	0.725	0.489362	0	916.5	253	0.4453	0.4453	3.13016	0.0530035	True	False
16	83160000	83180000	11459	13664	13444	13398	13407	0.00126538	0.00126538	0.00126538	0.000218169	0.000261803	0.000174535	0.00386151	0.00392523	0.00401802	0.00418199	0.00397009	0.00411519	0.00401802	0.00418199	0.750958	0.505747	0	981.494	633	0.57295	0.57295	3.1264	0.0535925	True	False
16	8400000	8420000	11462	13542	13717	13791	13450	0.00305357	0.0033153	0.00348979	0.00130867	0.000785203	0.000697958	0.00385489	0.00389165	0.00245104	0.00213119	0.00319963	0.00272784	0.00306952	0.00264703	0.791667	0.445545	1	972.602	622	0.5731	0.5731	3.11777	0.0541814	True	False
16	6700000	6720000	11039	13528	13221	13645	13227	0.00131352	0.00135882	0.00122294	0.00022647	9.05879e-05	0.000135882	0.00385478	0.00404615	0.00418773	0.00436879	0.00429647	0.00449891	0.00416059	0.00436303	0.772792	0.568	0	985.336	733	0.55195	0.55195	3.11762	0.0547703	True	False
16	840000	860000	11497	14370	15538	15300	14847	0.00260938	0.00239193	0.00269636	0.000826303	0.00200052	0.00117422	0.0038315	0.00388703	0.00291804	0.00310611	0.00285067	0.0030679	0.00317858	0.00337725	0.87234	0.31068	0	834.602	749	0.57485	0.57485	3.08725	0.0553592	True	False
16	7520000	7540000	11499	14118	14505	14107	14072	0.00243499	0.0029133	0.00278285	0.00100009	0.000347856	0.000913123	0.00381689	0.00353805	0.00377605	0.00362226	0.00399011	0.00385817	0.00396497	0.00384098	0.913242	0.308642	1	985.593	714	0.57495	0.57495	3.06819	0.0559482	True	False
16	6920000	6940000	12620	14383	14521	14522	14199	0.0022187	0.00277338	0.00146593	0.00150555	0.00146593	0.00209984	0.00380414	0.00338532	0.0039983	0.00365588	0.00416089	0.00388423	0.00376679	0.00339468	0.875	0.25	0	979.286	1061	0.631	0.631	3.05157	0.0565371	True	False
16	87880000	87900000	6926	8546	8894	8897	8428	0.00252671	0.00238233	0.00231014	0.000577534	0.000505342	7.21917e-05	0.00379866	0.00339079	0.00292453	0.00246106	0.00306106	0.00260544	0.00298887	0.00253325	0.736742	0.301075	0	965.871	359	0.3463	0.3463	3.04441	0.057126	True	False
16	7900000	7920000	12588	14383	14488	14449	14452	0.00139021	0.00111217	0.00107245	0.000278043	0.000317763	3.97204e-05	0.00379214	0.00330061	0.00409288	0.00346211	0.00381484	0.00318407	0.00377512	0.00314435	0.802326	0.511628	0	979.419	506	0.6294	0.6294	3.03591	0.057715	True	False
16	12220000	12240000	11129	12832	13184	12897	12867	0.00152754	0.00157247	0.0016174	0.000134783	0.000179711	0.000179711	0.00377503	0.00353904	0.00341532	0.00317569	0.00346025	0.00322061	0.00350518	0.00326554	0.54386	0.630952	1	925.321	421	0.55645	0.55645	3.0136	0.0583039	True	False
16	79540000	79560000	13853	16527	16617	16551	16483	0.00368151	0.00332058	0.00194904	0.00173248	0.00209341	0.0015881	0.00377347	0.0035654	0.00183827	0.00179783	0.00292021	0.00278556	0.00315493	0.00316584	0.838596	0.389474	1	976.758	727	0.69265	0.69265	3.01156	0.0588928	True	False
16	84540000	84560000	10085	11943	12271	12094	12214	0.000892414	0.000842836	0.000842836	0.00034705	0.000247893	0.000198314	0.00377208	0.00368882	0.00383067	0.0037169	0.00378109	0.00366732	0.00378109	0.00366732	0.770619	0.475248	1	978.376	562	0.50425	0.50425	3.00975	0.0594817	True	False
