chrom	start	end	n_pol	n_der_any	pat_den_only	pat_nea_all	pat_nea_any	pat_all_arch	pat_alt_only	pat_vin_only	pat_chag_only	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	anc_valid_bp	hum_sub	sub_rate	repeat_frac	R_den_afr	R_alt_afr	R_vin_afr	R_chag_afr	R_nea_afr	f_nea_all	f_den_only	f_all_arch	f_alt_only	f_vin_only	f_chag_only	z_den_afr	p_den_afr	cddr	low_quality	special_region
6	30800000	30850000	470	280	1	11	28	0	2	0	6	19741	23130	23461	23350	23115	0.00141837	0.00139304	0.00225419	0.00164632	0.00187427	0.00177296	0.00120388	0.00116556	0.00186387	0.00191894	0.00139472	0.0015794	0.00177918	0.00203287	0.447154	0.804878	0	916.878	476	0.39482	0.39482	19620	85	0.00433231	0.71148	0.277883	0.430227	0.321935	0.410676	0.387613	0.0392857	0.00357143	0	0.00714286	0	0.0214286	-0.233828	0.807385	False	True	MHC
6	30850000	30900000	807	418	13	3	5	0	1	1	0	30079	36693	37957	37223	36183	0.00127996	0.00136308	0.0013797	0.00113036	0.00109711	0.0011636	0.00113251	0.00125636	0.00138669	0.00155721	0.00142275	0.00158741	0.00146802	0.0016422	0.875	0.25	0	917	815	0.60158	0.60158	29476	103	0.00349437	0.31156	0.324097	0.396835	0.407154	0.420109	0.408033	0.00717703	0.0311005	0	0.00239234	0.00239234	0	-0.37754	0.681846	False	False	MHC
6	30900000	30950000	638	385	5	12	16	0	1	1	1	25082	29356	30084	29598	29794	0.00135555	0.00169444	0.0014951	0.00157483	0.00129575	0.00151503	0.00138238	0.00133727	0.0016901	0.00167668	0.00206274	0.00201076	0.00166718	0.00164422	0.737231	0.56	0	920.072	646	0.50164	0.50164	24226	149	0.00615042	0.40754	0.224762	0.274795	0.335382	0.271068	0.293749	0.0311688	0.012987	0	0.0025974	0.0025974	0.0025974	0.125654	0.900308	False	False	MHC
6	30950000	31000000	609	387	5	0	2	1	2	0	0	19581	23335	23305	23209	22889	0.00237475	0.00357489	0.00196619	0.00326847	0.00260457	0.00343445	0.00306957	0.0029817	0.00306283	0.00302293	0.00393786	0.00394331	0.00274174	0.0025951	0.655082	0.75	0	923	623	0.39162	0.39162	18132	167	0.00921024	0.59898	0.333278	0.332546	0.427552	0.297684	0.352594	0	0.0129199	0.00258398	0.00516796	0	0	3.52345	0.0338462	True	False	MHC
6	31000000	31050000	700	458	5	0	21	0	19	0	0	24855	29668	29643	30179	28691	0.00183062	0.00211225	0.00152887	0.0026554	0.00223295	0.00259505	0.00270769	0.00292279	0.00292596	0.00315077	0.00281308	0.00293144	0.0027241	0.00307028	0.611196	0.674352	0	928.862	709	0.4971	0.4971	24383	276	0.0113194	0.59998	0.239208	0.258491	0.248518	0.240658	0.249222	0	0.010917	0	0.0414847	0	0	2.79467	0.0658462	False	False	MHC
6	31050000	31100000	830	556	4	0	18	1	17	1	0	24161	28745	29180	29064	28394	0.00269029	0.0030214	0.00295931	0.00237987	0.00231778	0.000103473	0.00468481	0.00441949	0.00515869	0.00479672	0.00478986	0.00443778	0.00472815	0.00438058	0.597255	0.671429	0	929	833	0.48322	0.48322	23901	182	0.00761474	0.51918	0.61523	0.677461	0.629025	0.620921	0.642469	0	0.00719424	0.00179856	0.0305755	0.00179856	0	6.77635	0.008	True	False	MHC
6	31100000	31150000	800	481	1	0	13	0	0	13	0	26107	31257	31960	30987	31168	0.00200138	0.00266212	0.00210671	0.00271958	0.00205883	0.00189604	0.00264138	0.00268809	0.00283163	0.0027834	0.00252341	0.00264585	0.00261902	0.00268027	0.695652	0.404332	0	929	816	0.52214	0.52214	25516	177	0.00693682	0.36984	0.380777	0.408203	0.36377	0.377553	0.383175	0	0.002079	0	0	0.027027	0	2.66113	0.0756923	False	False	MHC
6	31150000	31200000	514	359	3	0	6	0	0	6	0	14570	17844	17777	17948	17075	0.00319149	0.00404942	0.002814	0.00284832	0.00247083	0.00332876	0.00439156	0.00467364	0.00386226	0.00436169	0.00376708	0.00426806	0.00406867	0.00440947	0.532967	0.81117	0	930.144	522	0.2914	0.2914	13742	129	0.00938728	0.79698	0.46782	0.411435	0.401297	0.433424	0.415385	0	0.00835655	0	0	0.0167131	0			False	True	MHC
6	31200000	31250000	493	392	1	0	14	1	6	6	0	8623	10700	10799	10718	10534	0.00684217	0.00840775	0.00487069	0.00655224	0.00666821	0.00823379	0.00843683	0.00830713	0.0079698	0.00786653	0.00762176	0.00736033	0.00795512	0.00782411	0.692758	0.619159	0	934	503	0.17246	0.17246	6253	79	0.0126339	0.6667	0.667793	0.630827	0.603278	0.629665	0.621256	0	0.00255102	0.00255102	0.0153061	0.0153061	0			False	False	MHC
6	31250000	31300000	1155	962	2	0	5	0	3	2	0	23236	29200	28307	28488	28460	0.00876872	0.00840291	0.00671372	0.00505681	0.0087472	0.00840291	0.00909221	0.00924321	0.00657089	0.00713499	0.00628986	0.00720328	0.00905565	0.00919068	0.868787	0.268344	0	934	1170	0.46472	0.46472	22733	181	0.00796199	0.58436	1.14195	0.825282	0.789987	1.13736	0.917543	0	0.002079	0	0.0031185	0.002079	0	15.6523	0.00123077	True	False	MHC
6	31300000	31350000	459	384	0	0	0	0	0	0	0	14969	20229	18552	19052	19913	0.0112399	0.00953638	0.0101877	0.00681408	0.0109059	0.00997061	0.0124092	0.0127278	0.0127085	0.0137416	0.0116014	0.0127171	0.0124926	0.0122559		0	0	934	970	0.29938	0.29938	5846	63	0.0107766	0.66104	1.15149	1.17927	1.07653	1.15924	1.13835	0	0	0	0	0	0			False	False	MHC
6	31350000	31400000	201	145	0	0	0	0	0	0	0	11570	14798	14596	14880	14646	0.00600691	0.00509939	0.00462403	0.00613656	0.00609334	0.0048401	0.00574079	0.00560269	0.00732379	0.00787989	0.00586509	0.00572689	0.00577146	0.00550673		0	0	934	507	0.2314	0.2314	0	0		0.6155						0	0	0	0	0	0			False	False	MHC
6	31400000	31450000	620	433	0	0	1	0	1	0	0	21088	24591	25076	24610	24314	0.00305861	0.00308232	0.00265554	0.00331942	0.0035091	0.00177826	0.00318951	0.00315872	0.00315924	0.00330793	0.00324969	0.00318344	0.00328757	0.00320358		0	0	934	678	0.42176	0.42176	0	0		0.72002						0	0	0	0.00230947	0	0	3.765	0.0276923	True	False	MHC
6	31450000	31500000	353	239	4	0	1	0	1	0	0	12294	14655	14840	15130	14721	0.0026029	0.00345697	0.00215552	0.00357898	0.00199284	0.00244021	0.00296675	0.00308342	0.00253446	0.00282742	0.00348558	0.00344553	0.00260393	0.00279871	0.727684	0.397933	0	934	377	0.24588	0.24588	879	6	0.00682594	0.4935	0.434628	0.371299	0.510637	0.381475	0.421137	0	0.0167364	0	0.0041841	0	0			False	False	MHC
6	31500000	31550000	698	371	7	0	5	0	1	4	0	26609	32430	32274	32207	31107	0.00090195	0.00139051	0.00111804	0.00125897	0.000657672	0.00131534	0.00106487	0.00106798	0.00062085	0.000767116	0.0012414	0.00123563	0.000803123	0.00088806	0.664855	0.492958	0	934	714	0.53218	0.53218	25407	69	0.00271579	0.38462	0.392104	0.228608	0.457104	0.295724	0.327145	0	0.0188679	0	0.00269542	0.0107817	0	-0.513762	0.572308	False	False	MHC
6	31550000	31600000	528	271	3	0	3	0	1	0	0	20957	26008	26339	26476	24611	0.000429451	0.000596459	0.000691893	0.000501026	0.000548743	0.000620318	0.00063835	0.000721401	0.000509205	0.000615627	0.000617674	0.000681085	0.000635244	0.000672253	0.457407	0.62766	0	912.202	535	0.41914	0.41914	20512	64	0.00312012	0.48842	0.204591	0.1632	0.197965	0.203596	0.188254	0	0.0110701	0	0.00369004	0	0	-1.37273	0.0590769	False	True	MHC
6	31600000	31650000	760	348	5	0	10	0	5	1	3	29405	35871	36420	35842	34615	0.000187043	0.000408094	0.000799184	0.000408094	0.000799184	0.000714164	0.000657273	0.000702142	0.000657273	0.000702142	0.000730362	0.000816837	0.000838915	0.000821088	0.719907	0.305556	0	874.597	764	0.5881	0.5881	28735	105	0.00365408	0.23154	0.179874	0.179874	0.199876	0.229583	0.203111	0	0.0143678	0	0.0143678	0.00287356	0.00862069	-1.33462	0.0695385	False	False	MHC
6	31650000	31700000	611	312	8	0	5	0	0	0	4	28339	33714	34646	34086	33531	0.000441088	0.000652811	0.000741028	0.000688098	0.000811602	0.000670454	0.000704711	0.000766823	0.000757034	0.000734133	0.000640799	0.00072817	0.000689608	0.000764501	0.737269	0.375	0	892.975	619	0.56678	0.56678	24786	100	0.00403454	0.33054	0.174669	0.187638	0.158828	0.170926	0.172464	0	0.025641	0	0	0	0.0128205	-1.23908	0.112	False	False	MHC
6	31700000	31750000	611	291	4	0	10	0	2	0	7	25450	31519	31437	31672	30151	0.00021611	0.000353635	0.000392927	0.000294695	0.000314342	0.000392927	0.000373261	0.000355242	0.000342228	0.000304585	0.0003858	0.000373639	0.000490927	0.000461049	0.393229	0.661538	0	890.477	616	0.509	0.509	24977	97	0.00388357	0.36394	0.0961129	0.088122	0.0993415	0.126411	0.104625	0	0.0137457	0	0.00687285	0	0.024055	-1.90658	0.00123077	False	True	MHC
6	31750000	31800000	373	175	3	0	2	0	2	0	0	16360	21530	22320	21312	19319	0.000336186	0.00051956	0.000397311	0.000611247	0.000488998	0.000305623	0.000459976	0.000375257	0.000573625	0.000479034	0.000477543	0.000409034	0.000323808	0.000267708	0.423333	0.588235	0	896.569	381	0.3272	0.3272	15899	75	0.00471728	0.43562	0.0975086	0.121601	0.101233	0.068643	0.0971588	0	0.0171429	0	0.0114286	0	0	-1.73195	0.00676923	False	True	MHC
6	31800000	31850000	455	221	5	0	4	0	0	0	4	18499	23237	23824	23188	22670	0.000243256	0.000486513	0.00054057	0.000378399	0.000324342	0.000513541	0.000692005	0.000711384	0.000483626	0.000486507	0.00074504	0.000787205	0.000680475	0.000728418	0.571429	0.643678	0	900.483	467	0.36998	0.36998	16828	71	0.00421916	0.57208	0.164015	0.114626	0.176585	0.161282	0.150831	0	0.0226244	0	0	0	0.0180995	-1.26467	0.101538	False	False	MHC
6	31850000	31900000	422	191	6	0	4	0	3	0	1	20740	25124	25951	25775	24952	0.000385728	0.000337512	0.00036162	0.000289296	0.00036162	0.000168756	0.000384952	0.000388582	0.000374484	0.000385135	0.00029351	0.000292821	0.000317257	0.000326895	0.480226	0.709677	0	911.065	422	0.4148	0.4148	20400	79	0.00387255	0.53456	0.0994052	0.0967022	0.0757925	0.0819244	0.0848064	0	0.0314136	0	0.0157068	0	0.0052356	-1.88304	0.00184615	False	True	MHC
6	31900000	31950000	626	306	6	0	6	0	6	0	0	27250	33791	33890	33174	32963	0.000678899	0.000587156	0.000642202	0.000422018	0.000458716	0.000220183	0.000761971	0.000689461	0.000581695	0.000517325	0.000509387	0.000434917	0.000513883	0.000453156	0.778788	0.362069	0	920.31	633	0.545	0.545	27094	142	0.00524101	0.30272	0.145386	0.110989	0.0971926	0.0980503	0.102077	0	0.0196078	0	0.0196078	0	0	-1.12377	0.163692	False	False	MHC
6	31950000	32000000	1	0	0	0	0	0	0	0	0	14	196	21	188	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.0769231	0	923	1	0.00028	0.00028	11	0	0	0.29944														False	False	MHC
6	32000000	32050000	469	237	4	0	3	0	2	0	0	17454	20474	20512	20762	20383	0.000401054	0.000744815	0.000716168	0.000687521	0.000658875	0.000515641	0.000594385	0.000581574	0.000496402	0.000473364	0.000703254	0.000695078	0.000674608	0.000666432	0.566038	0.339286	0	922.036	480	0.34908	0.34908	16351	130	0.00795058	0.27796	0.07476	0.0624359	0.0884532	0.0848501	0.0785798	0	0.0168776	0	0.00843882	0	0	-1.46127	0.0363077	False	False	MHC
6	32050000	32100000	581	282	6	0	7	0	4	0	1	27971	33530	34777	33897	33132	0.000464767	0.000643524	0.000589897	0.000572021	0.000446891	0.000482643	0.000566215	0.000531518	0.000397705	0.00036417	0.00065259	0.000619974	0.000528244	0.000494845	0.704082	0.461538	0	913.385	596	0.55942	0.55942	27414	139	0.0050704	0.37154	0.111671	0.0784366	0.128706	0.104182	0.103775	0	0.0212766	0	0.0141844	0	0.0035461	-1.518	0.0301538	False	False	MHC
6	32100000	32150000	442	212	2	0	2	0	1	0	0	24202	30222	30747	30381	29154	0.000268573	0.000454508	0.000433848	0.000475167	0.000289232	0.000475167	0.000429977	0.000418552	0.000383629	0.000361503	0.000514614	0.000504764	0.000461887	0.000435026	0.598039	0.525641	0	917.769	449	0.48404	0.48404	24056	97	0.00403226	0.38534	0.106634	0.0951401	0.127624	0.114548	0.112437	0	0.00943396	0	0.00471698	0	0	-1.79236	0.00492308	False	False	MHC
6	32150000	32200000	701	365	16	0	2	0	0	1	1	25286	30478	31288	31258	30241	0.00130507	0.00193783	0.00154236	0.00130507	0.00138417	0.00116665	0.00169909	0.0019035	0.00142214	0.00144263	0.00144441	0.0013688	0.0013214	0.00143785	0.711382	0.491228	0	929	712	0.50572	0.50572	25043	87	0.00347402	0.38094	0.489085	0.409365	0.415774	0.380365	0.401835	0	0.0438356	0	0	0.00273973	0.00273973	0.763478	0.498462	False	False	MHC
6	32200000	32250000	370	246	10	0	10	0	10	0	0	15181	18150	18124	17608	17612	0.00283249	0.00286542	0.00306304	0.00223964	0.00332653	0.00243726	0.00275759	0.00272966	0.00265454	0.00282219	0.00243517	0.00253478	0.00258377	0.00244389	0.506944	0.858025	0		374	0.30362	0.30362	13551	44	0.00324699	0.82	0.849274	0.817537	0.749977	0.795743	0.787752	0	0.0406504	0	0.0406504	0	0	2.89515	0.0615385	False	True	MHC
6	32250000	32300000	531	344	13	0	29	0	27	2	0	21674	25576	25830	26306	25581	0.00265295	0.00193781	0.00265295	0.00276829	0.00408323	0.00237612	0.00229349	0.00242217	0.00333226	0.00350265	0.00224041	0.00237281	0.00210382	0.00184562	0.691701	0.558233	0		539	0.43348	0.43348	19420	103	0.00530381	0.48606	0.432424	0.628277	0.422415	0.396661	0.482451	0	0.0377907	0	0.0784884	0.00581395	0	1.96053	0.150154	False	False	MHC
6	32300000	32350000	740	499	2	0	25	0	21	2	0	28313	32895	32786	32889	32500	0.00217215	0.00218981	0.00312577	0.00247236	0.00340833	0.00261364	0.0025495	0.00302586	0.00282022	0.00322539	0.00234383	0.00293279	0.00294307	0.00288565	0.6	0.638132	0		754	0.56626	0.56626	27862	154	0.00552724	0.56082	0.461261	0.510241	0.424051	0.532466	0.488919	0	0.00400802	0	0.0420842	0.00400802	0	2.47609	0.0935385	False	False	MHC
6	32350000	32400000	1165	893	2	0	6	0	6	0	0	29463	34395	34356	34819	34535	0.00492143	0.00582086	0.00536266	0.00249465	0.00183281	0.00218919	0.00625453	0.00622847	0.00294106	0.00292503	0.00335731	0.00344875	0.00296665	0.00298961	0.775862	0.314342	0		1186	0.58926	0.58926	25115	260	0.0103524	0.47982	0.604163	0.284094	0.324303	0.286567	0.298321	0	0.00223964	0	0.00671892	0	0	9.93757	0.00430769	True	False	MHC
6	32400000	32450000	645	488	24	0	1	2	1	0	0	17275	19732	20213	20152	20111	0.00468886	0.00575977	0.00558611	0.00645441	0.0045152	0.00532562	0.00653619	0.00666364	0.00536983	0.00521755	0.00558328	0.00648774	0.00600064	0.00606523	0.683739	0.619835	0		661	0.3455	0.3455	17029	108	0.00634212	0.62184	1.0306	0.846693	0.880349	0.946156	0.891066	0	0.0491803	0.00409836	0.00204918	0	0	10.5048	0.00369231	True	False	MHC
6	32450000	32500000	71	68	4	0	3	0	1	0	0	923	2138	7366	1875	1984	0.0314193	0.0390033	0.0398158	0.0384615	0.0371073	0.0379198	0.0318789	0.0319348	0.0240557	0.024002	0.0267715	0.0300309	0.034835	0.0348654	0.707237	0.453191	0		97	0.01846	0.01846	582	7	0.0120275	0.70524	2.6505	2.00006	2.22586	2.89628	2.37406	0	0.0588235	0	0.0147059	0	0			False	False	MHC
6	32500000	32550000	119	114	6	0	12	10	10	0	0	1142	6319	7807	3294	5645	0.0418126	0.0359019	0.0345884	0.0472855	0.0418126	0.030648	0.0348563	0.0356561	0.0319791	0.0307736	0.0278207	0.0310561	0.0330646	0.0341907	0.800777	0.596426	0	929	132	0.02284	0.02284	1053	15	0.014245	0.68852	2.44692	2.24493	1.95301	2.32114	2.17303	0	0.0526316	0.0877193	0.0877193	0	0			False	False	MHC
6	32550000	32600000	1080	968	33	2	12	10	8	0	0	13187	19848	22396	21348	17661	0.0240957	0.0228824	0.0220482	0.0238492	0.0213278	0.0163229	0.0229493	0.0228607	0.0217699	0.0207483	0.0180684	0.0203533	0.0197888	0.0206279	0.81481	0.422394	0		1103	0.26374	0.26374	12780	136	0.0106416	0.52986	2.15656	2.04573	1.69791	1.85957	1.86774	0.00206612	0.0340909	0.0103306	0.00826446	0	0			False	False	MHC
6	32600000	32650000	316	291	6	0	3	4	1	0	0	5148	9301	15480	10651	7428	0.0257382	0.0156857	0.0177739	0.026758	0.0199106	0.017871	0.0251587	0.0248435	0.0211422	0.0206717	0.0251171	0.0252778	0.023019	0.0222021	0.896563	0.454979	0	940	435	0.10296	0.10296	3561	27	0.00758214	0.55162	3.31815	2.78843	3.31266	3.03595	3.04568	0	0.0206186	0.0137457	0.00343643	0	0			False	False	MHC
6	32650000	32700000	1105	895	7	0	4	4	4	0	0	21189	29046	28088	27336	25619	0.016282	0.0170961	0.0158809	0.0099698	0.011303	0.00809382	0.0148283	0.0155924	0.0117586	0.0106051	0.0133694	0.0116644	0.0136193	0.0117519		0.626495	0	940	1169	0.42378	0.42378	17291	182	0.0105257	0.60962	1.40877	1.11713	1.27017	1.29391	1.22707	0	0.00782123	0.00446927	0.00446927	0	0	27.2041	0.000615385	True	False	MHC
6	32700000	32750000	615	429	15	0	10	3	10	0	0	22669	28113	28421	27790	27439	0.00790727	0.0079183	0.00800653	0.00528254	0.00476422	0.00169835	0.00667141	0.00744452	0.00602849	0.00536929	0.00631331	0.00505284	0.00602081	0.00477391	0.820545	0.492562	0	940	903	0.45338	0.45338	15032	203	0.0135045	0.48806	0.494014	0.446406	0.467497	0.445838	0.453247	0	0.034965	0.00699301	0.02331	0	0	10.7771	0.00307692	True	False	MHC
6	32750000	32800000	920	605	14	0	5	1	2	0	1	26659	31881	32606	32136	31927	0.00430436	0.003029	0.00409805	0.00421996	0.00345099	0.00352601	0.00398961	0.00403348	0.00376401	0.0038583	0.00371604	0.00361295	0.00397813	0.00364766	0.783778	0.598086	0	939.971	928	0.53318	0.53318	26251	269	0.0102472	0.5174	0.389337	0.367321	0.362639	0.388217	0.372726	0	0.0231405	0.00165289	0.00330579	0	0.00165289	5.3763	0.0123077	True	False	MHC
6	32800000	32850000	762	446	5	0	5	1	0	5	0	26809	33352	33544	33043	32074	0.00173449	0.00232198	0.00249916	0.00238726	0.00272297	0.000895222	0.00255921	0.00261239	0.00295782	0.00309386	0.0019478	0.00194515	0.00176513	0.00174382	0.766784	0.503448	0	934	767	0.53618	0.53618	26453	203	0.00767399	0.40924	0.333491	0.385435	0.253818	0.230014	0.289756	0	0.0112108	0.00224215	0	0.0112108	0	2.49564	0.0898462	False	False	MHC
6	32850000	32900000	638	383	12	0	7	0	2	3	1	25449	30623	31124	30295	30369	0.00082518	0.00198436	0.00298636	0.00176824	0.00288813	0.00139495	0.00137391	0.00130194	0.000957468	0.000875201	0.00175896	0.00176393	0.00256033	0.00263856	0.612155	0.627737	0	932.029	641	0.50898	0.50898	25004	158	0.00631899	0.64548	0.217425	0.151522	0.27836	0.405181	0.278354	0	0.0313316	0	0.00522193	0.0078329	0.00261097	0.108598	0.916308	False	False	MHC
6	32900000	32950000	856	432	6	0	6	0	5	0	0	29271	36706	37057	36523	34592	0.000358717	0.00220355	0.00124697	0.00222063	0.00117864	0.0012128	0.0021726	0.00211886	0.00219198	0.00213353	0.000858686	0.000855294	0.00148554	0.0014572	0.797101	0.363636	0	923.073	863	0.58542	0.58542	28486	191	0.00670505	0.34364	0.324025	0.326915	0.128066	0.221555	0.225512	0	0.0138889	0	0.0115741	0	0	1.71707	0.184	False	False	MHC
6	32950000	33000000	884	518	9	0	0	0	0	0	0	28248	33184	33643	33409	32767	0.00138063	0.00198244	0.00184084	0.00173464	0.00157533	0.00155763	0.00293282	0.00270664	0.00278099	0.00254762	0.00264246	0.00238242	0.00265323	0.00241862	0.793837	0.502591	0	905.415	892	0.56496	0.56496	26996	233	0.00863091	0.51248	0.339804	0.322212	0.306163	0.30741	0.311928	0	0.0173745	0	0	0	0	3.24805	0.0436923	True	False	MHC
6	33000000	33050000	630	489	1	0	1	3	0	0	0	21032	25304	24645	25695	25090	0.0066803	0.00696558	0.00701312	0.0069418	0.00698935	0.00687048	0.00862796	0.00777157	0.00858764	0.00780243	0.00866805	0.00786488	0.0086941	0.00784068	0.898374	0.528864	0	870.696	998	0.42064	0.42064	12245	272	0.0222131	0.65676	0.388418	0.386602	0.390222	0.391395	0.389407	0	0.00204499	0.00613497	0	0	0	14.7174	0.00184615	True	False	MHC
6	33050000	33100000	245	209	2	0	1	2	0	0	0	23244	28337	27989	28163	27208	0.00361384	0.00519489	0.00519489	0.00515187	0.00515187	0.0035493	0.00555642	0.00530911	0.00557067	0.00532057	0.0046552	0.00547066	0.00463391	0.00545895	0.895518	0.239766	0	860.213	1135	0.46488	0.46488	2170	15	0.00691244	0.47464	0.803829	0.805891	0.673452	0.670373	0.716572	0	0.00956938	0.00956938	0	0	0	8.53166	0.00492308	True	False	MHC
6	33100000	33150000	786	428	1	0	3	7	0	0	0	24713	30073	31171	30318	29696	0.00236718	0.00303484	0.00305507	0.00297414	0.00299438	0.00178044	0.00339607	0.00350231	0.00333917	0.00344515	0.00292822	0.00304217	0.0030044	0.00312181	0.913043	0.639706	0		814	0.49426	0.49426	24196	177	0.00731526	0.40254	0.464244	0.456466	0.400289	0.410703	0.422486	0	0.00233645	0.0163551	0	0	0	4.18097	0.024	True	False	MHC
6	33150000	33200000	618	281	1	0	2	4	0	0	1	26860	32984	34379	34186	31977	0.000335071	0.000614296	0.000372301	0.000595681	0.000353686	0.000558451	0.000606147	0.000623038	0.000587532	0.000604423	0.000732573	0.000691977	0.000568946	0.000585771	0.729532	0.431034	0	823.961	624	0.5372	0.5372	26380	113	0.00428355	0.36322	0.141506	0.13716	0.17102	0.132821	0.147	0	0.00355872	0.0142349	0	0	0.00355872	-1.43758	0.0412308	False	False	MHC
6	33200000	33250000	534	230	4	0	1	5	0	0	0	21529	26756	26881	26455	25791	0.000116122	0.000696735	0.000743184	0.000580612	0.000627061	0.000650286	0.00130169	0.00136953	0.00120639	0.00127635	0.000941367	0.000962743	0.000987816	0.00100919	0.621287	0.590909	0	698.764	539	0.43058	0.43058	21345	73	0.00342	0.4917	0.380611	0.352745	0.275254	0.288835	0.305611	0	0.0173913	0.0217391	0	0	0	-0.0368396	0.964308	False	False	MHC
6	33250000	33300000	556	254	4	0	1	7	0	0	0	23591	30008	31138	30621	28315	0.000105973	0.000317918	0.000360307	0.000254334	0.000296723	0.000254334	0.000857768	0.000854919	0.000794184	0.000791336	0.000662689	0.000665101	0.000705078	0.00070749	0.464583	0.638554	0	664.783	558	0.47182	0.47182	23373	89	0.00380781	0.37866	0.225265	0.208567	0.174034	0.185166	0.189256	0	0.015748	0.0275591	0	0	0	-0.930845	0.277538	False	True	MHC
6	33300000	33350000	198	105	0	0	1	0	1	0	0	9854	11602	11599	11651	11531	5.07408e-05	0	0.000355186	5.07408e-05	0.000405927	0.000355186	0.00111122	0.00100439	0.00116196	0.00105513	0.00111122	0.00100439	0.00115316	0.00104313	0.299603	0.853933	0	554.573	209	0.19708	0.19708	7977	58	0.0072709	0.8093	0.152832	0.15981	0.152832	0.158599	0.15708	0	0	0	0.00952381	0	0			False	True	MHC
6	33350000	33400000	521	225	0	0	1	0	0	0	1	24995	31996	32913	31882	30529	0.000120024	0.00010002	0.000340068	0.000140028	0.000340068	0.000360072	0.000418028	0.000440576	0.000387037	0.000441608	0.000477307	0.000486829	0.000430506	0.000491434	0.55	0.584615	0	391.431	526	0.4999	0.4999	23301	111	0.00476374	0.36324	0.087752	0.0812465	0.100196	0.0903715	0.0906046	0	0	0	0	0	0.00444444	-1.81643	0.00369231	False	False	MHC
6	33400000	33450000	474	228	2	0	2	0	1	0	1	22953	28220	29234	28473	28027	0.000174269	0.000196053	0.000501024	0.000130702	0.000435673	0.000457457	0.000859395	0.000765604	0.000795099	0.000706535	0.000837603	0.000730053	0.000713711	0.000672452	0.496212	0.722222	0	434.264	477	0.45906	0.45906	22832	84	0.00367905	0.50644	0.233592	0.216115	0.227668	0.193993	0.212592	0	0.00877193	0	0.00438596	0	0.00438596	-0.927568	0.278769	False	True	MHC
6	33450000	33500000	398	220	0	0	0	1	0	0	0	16360	20028	19702	20008	19841	0.000122249	0.000122249	0.000947433	6.11247e-05	0.000886308	0.000886308	0.00177109	0.00128075	0.0017391	0.00130566	0.00173863	0.00129752	0.0016948	0.00134893	0.392778	0.817073	0	633.245	406	0.3272	0.3272	15986	96	0.00600525	0.76828	0.294923	0.289596	0.289518	0.282219	0.287111	0	0	0.00454545	0	0	0	0.908468	0.434462	False	True	MHC
6	33500000	33550000	425	236	0	0	1	0	0	0	1	16078	19355	19520	19476	18972	0.000124394	0.00018659	0.00118174	9.32952e-05	0.00108844	0.00111954	0.00210137	0.00196793	0.00210297	0.00197182	0.0021336	0.00199414	0.0023455	0.00222618	0.434524	0.782288	0	691.76	441	0.32156	0.32156	10610	64	0.00603205	0.63312	0.348368	0.348633	0.35371	0.38884	0.363728	0	0	0	0	0	0.00423729	1.57362	0.211692	False	True	MHC
6	33550000	33600000	685	359	3	0	2	0	0	0	0	24611	29813	30400	29869	29287	6.09484e-05	0.000650116	0.0018894	0.000589167	0.00182845	0.00152371	0.00149699	0.00124015	0.00143604	0.0011792	0.00159564	0.00130036	0.00199468	0.00190132	0.559322	0.697479	0	713.874	708	0.49222	0.49222	9942	61	0.00613559	0.51568	0.243985	0.234051	0.260063	0.325099	0.273071	0	0.00835655	0	0	0	0	0.356467	0.740308	False	False	MHC
6	33600000	33650000	837	420	6	0	1	2	1	0	0	30307	35873	36277	36407	36279	0.00023097	0.00037945	0.000775398	0.000181476	0.000626918	0.000709407	0.00111493	0.00103012	0.000978081	0.000871736	0.00105066	0.000919497	0.00101906	0.000995816	0.806713	0.385542	0	661.354	848	0.60614	0.60614	27144	135	0.00497347	0.42468	0.224175	0.19666	0.211253	0.204898	0.20427	0	0.0142857	0.0047619	0.00238095	0	0	-0.412958	0.654769	False	False	MHC
6	33650000	33700000	1040	536	6	0	0	0	0	0	0	33912	40722	41443	40356	40234	0.000737202	0.000781434	0.000884643	4.42321e-05	0.00069297	0.000737202	0.00119673	0.00146001	0.00107605	0.00128879	0.00111952	0.00132206	0.00111943	0.00136574	0.868732	0.234783	0	528.87	1048	0.67824	0.67824	33467	206	0.00615532	0.19234	0.194423	0.174816	0.181878	0.181863	0.179519	0	0.011194	0	0	0	0	-0.248212	0.794462	False	False	MHC
6	33700000	33750000	957	497	11	0	3	0	1	0	2	32480	38426	38854	38560	38567	0.000646552	0.000692734	0.00106219	7.69704e-05	0.000815887	0.000862069	0.0015973	0.00143269	0.00163812	0.00131825	0.00168281	0.00134484	0.00153073	0.00142555	0.796992	0.382979	0	652.532	968	0.6496	0.6496	30840	178	0.00577173	0.2926	0.276746	0.283818	0.291561	0.265212	0.280197	0	0.0221328	0	0.00201207	0	0.00402414	0.558487	0.617846	False	False	MHC
